
,-----------------------------------------------------------------------------------------------,

,-------------------------------------,
c - -1.000000,g - -5.000000
2.529764,0.447761,0.500000,0.500000,
3.489693,0.617666,0.572885,0.427115,
4.228094,0.748361,0.675078,0.324922,
4.168647,0.737839,0.735460,0.264540,
4.167930,0.737712,0.731053,0.268947,
4.167930,0.737712,0.730999,0.269001,

Test_f_score-0.702105
,-------------------------------------,
c - -1.000000,g - -4.000000
3.312614,0.586324,0.500000,0.500000,
4.453988,0.788344,0.658530,0.341470,
4.324957,0.765506,0.751572,0.248428,
4.351252,0.770160,0.742489,0.257511,
4.350860,0.770090,0.744365,0.255635,
4.350860,0.770090,0.744338,0.255662,

,-------------------------------------,
c - -1.000000,g - -3.000000
3.440321,0.608927,0.500000,0.500000,
4.538464,0.803296,0.670554,0.329446,
4.503866,0.797172,0.757353,0.242647,
4.508811,0.798047,0.755001,0.244999,
4.508811,0.798047,0.755338,0.244662,

,-------------------------------------,
c - -1.000000,g - -2.000000
1.913644,0.338710,0.500000,0.500000,
1.720517,0.304527,0.486658,0.513342,
1.320229,0.233677,0.455088,0.544912,
0.623140,0.110294,0.380862,0.619138,
0.043797,0.007752,0.213459,0.786541,
0.000000,0.000000,0.017771,0.982229,
0.000000,0.000000,0.000000,1.000000,

,-------------------------------------,
c - -1.000000,g - -1.000000
0.087256,0.015444,0.500000,0.500000,
0.000000,0.000000,0.034922,0.965078,

,-------------------------------------,
c - 1.000000,g - -5.000000
4.344030,0.768881,0.500000,0.500000,
4.555747,0.806355,0.743851,0.256149,
4.512213,0.798649,0.758520,0.241480,
4.516017,0.799323,0.755570,0.244430,
4.516017,0.799323,0.755829,0.244171,

Test_f_score-0.734090
,-------------------------------------,
c - 1.000000,g - -4.000000
4.796151,0.848905,0.500000,0.500000,
4.785660,0.847049,0.774222,0.225778,
4.785660,0.847049,0.773557,0.226443,

Test_f_score-0.752991
,-------------------------------------,
c - 1.000000,g - -3.000000
5.169340,0.914959,0.500000,0.500000,
5.033690,0.890949,0.796787,0.203213,
5.055485,0.894807,0.788824,0.211176,
5.053242,0.894410,0.790122,0.209878,
5.055485,0.894807,0.789988,0.210012,

Test_f_score-0.750000
,-------------------------------------,
c - 1.000000,g - -2.000000
5.521654,0.977318,0.500000,0.500000,
5.337374,0.944700,0.816296,0.183704,
5.374525,0.951276,0.806295,0.193705,
5.357124,0.948196,0.808346,0.191654,
5.364567,0.949514,0.807388,0.192612,
5.362084,0.949074,0.807798,0.192202,
5.362084,0.949074,0.807661,0.192339,

,-------------------------------------,
c - 1.000000,g - -1.000000
5.638792,0.998051,0.500000,0.500000,
5.581932,0.987987,0.822434,0.177566,
5.581932,0.987987,0.819475,0.180525,

,-------------------------------------,
c - 2.000000,g - -5.000000
4.728249,0.836887,0.500000,0.500000,
4.707770,0.833262,0.769884,0.230116,
4.706966,0.833120,0.768562,0.231438,
4.706966,0.833120,0.768510,0.231490,

,-------------------------------------,
c - 2.000000,g - -4.000000
5.142993,0.910296,0.500000,0.500000,
4.976384,0.880806,0.795261,0.204739,
5.005967,0.886042,0.785380,0.214620,
4.999343,0.884870,0.787164,0.212836,
5.001549,0.885260,0.786766,0.213234,
5.001549,0.885260,0.786899,0.213101,

,-------------------------------------,
c - 2.000000,g - -3.000000
5.519447,0.976927,0.500000,0.500000,
5.310454,0.939936,0.816179,0.183821,
5.329711,0.943344,0.804797,0.195203,
5.327257,0.942910,0.805870,0.194130,
5.327257,0.942910,0.805733,0.194267,

Test_f_score-0.754149
,-------------------------------------,
c - 2.000000,g - -2.000000
5.636059,0.997567,0.500000,0.500000,
5.555237,0.983262,0.822293,0.177707,
5.560555,0.984203,0.818073,0.181927,
5.557895,0.983732,0.818353,0.181647,
5.557895,0.983732,0.818213,0.181787,

,-------------------------------------,
c - 2.000000,g - -1.000000
5.649805,1.000000,0.500000,0.500000,
5.641574,0.998543,0.823003,0.176997,
5.641574,0.998543,0.822578,0.177422,

,-------------------------------------,
c - 3.000000,g - -5.000000
5.025936,0.889577,0.500000,0.500000,
